연립다세대,Unnamed: 0,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
목화빌라,11065,11200,행당동,297-7,2002,3.0,36.56,2022,6,9,25350,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,11066,11200,행당동,297-7,2002,3.0,36.56,2022,6,9,25350,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11067,11200,행당동,302-1,2019,3.0,38.14,2022,6,10,37000,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11068,11200,행당동,302-22,2015,2.0,29.64,2022,6,10,20000,0,갱신,22.07~24.07,,19000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11069,11200,행당동,1-72,2004,3.0,89.98,2022,6,13,1000,50,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(325-1),11070,11200,행당동,325-1,2001,2.0,41.87,2022,6,14,24150,0,갱신,22.08~24.08,사용,23000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11071,11200,행당동,1-55,2003,4.0,44.59,2022,6,14,16000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스위스빌라,11072,11200,행당동,306-24,1994,2.0,46.36,2022,6,14,27000,0,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11073,11200,행당동,1-55,2003,4.0,44.59,2022,6,14,16000,0,,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),11074,11200,행당동,1-55,2003,4.0,44.59,2022,6,14,16000,0,,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-461),11075,11200,행당동,128-461,1991,-1.0,20.75,2022,6,16,6300,0,갱신,22.08~24.08,사용,6000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11076,11200,행당동,1-62,2005,2.0,18.83,2022,6,17,12000,2,갱신,22.08~24.08,,12000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11077,11200,행당동,1-72,2004,3.0,89.98,2022,6,20,1000,50,신규,22.06~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11078,11200,행당동,1-43,2004,4.0,27.96,2022,6,27,1000,50,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11079,11200,행당동,302-1,2019,2.0,48.3,2022,6,30,37800,0,갱신,22.07~24.07,사용,36000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11236,11200,행당동,1-43,2004,3.0,11.78,2022,7,3,1000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당래미안,11237,11200,행당동,306,2004,5.0,49.25,2022,7,4,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,11238,11200,행당동,1-125,2004,5.0,79.73,2022,7,8,48000,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-64),11239,11200,행당동,1-64,2003,5.0,67.75,2022,7,8,1000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(3-18),11240,11200,행당동,3-18,1993,4.0,57.31,2022,7,9,1500,120,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11241,11200,행당동,296-14,2014,2.0,22.0,2022,7,9,12800,13,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린빌라,11242,11200,행당동,1,2003,1.0,54.79,2022,7,9,28000,0,갱신,22.08~24.08,,21000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-25),11243,11200,행당동,1-25,2004,1.0,75.79,2022,7,15,8000,0,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,11244,11200,행당동,1-54,2006,3.0,11.6,2022,7,20,1000,57,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11245,11200,행당동,304-7,1994,4.0,57.31,2022,7,20,28000,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11246,11200,행당동,254-1,1992,3.0,46.1,2022,7,23,25000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,11247,11200,행당동,254-1,1992,3.0,46.1,2022,7,23,25000,0,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌,11248,11200,행당동,1-134,2003,2.0,74.11,2022,7,24,2000,50,신규,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,11249,11200,행당동,19-79,2003,4.0,15.81,2022,7,25,500,43,갱신,23.01~24.07,,500.0,41.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11250,11200,행당동,302-22,2015,3.0,14.22,2022,7,27,10000,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우미아이에스빌,11251,11200,행당동,19-78,2003,1.0,18.82,2022,7,30,500,53,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11411,11200,행당동,286-25,2018,9.0,14.01,2022,8,4,17000,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,11412,11200,행당동,302-22,2015,3.0,29.61,2022,8,4,20500,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),11413,11200,행당동,1-61,2005,1.0,17.55,2022,8,4,4000,37,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
화원빌라트,11414,11200,행당동,299-9,1997,3.0,48.84,2022,8,6,23100,0,갱신,22.08~24.08,사용,22000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우정빌라,11415,11200,행당동,304-7,1994,3.0,51.05,2022,8,11,22050,0,갱신,22.08~24.08,사용,21000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11416,11200,행당동,4-34,2003,3.0,11.28,2022,8,11,9000,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11417,11200,행당동,1-24,2005,3.0,79.51,2022,8,15,1000,50,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11418,11200,행당동,304-21,2015,3.0,16.17,2022,8,16,14000,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
GN하우스,11419,11200,행당동,168-30,2014,5.0,45.71,2022,8,16,24500,0,신규,22.08~24.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,11420,11200,행당동,302-27,2014,2.0,29.72,2022,8,18,21000,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11421,11200,행당동,296-14,2014,4.0,16.98,2022,8,23,3000,44,갱신,22.09~24.09,사용,3000.0,42.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11422,11200,행당동,286-25,2018,8.0,14.013,2022,8,27,17600,0,갱신,22.09~24.09,,16800.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한성하이빌,11423,11200,행당동,1-2,2002,2.0,74.37,2022,8,29,11000,130,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우미아이에스빌,11424,11200,행당동,19-78,2003,4.0,84.67,2022,8,29,1000,50,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린하우스,11425,11200,행당동,286-37,2022,6.0,29.3,2022,8,30,40000,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11426,11200,행당동,168-2,2014,3.0,15.46,2022,8,30,10000,3,갱신,22.09~24.09,,10000.0,2.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라5동,11427,11200,행당동,116-5,1986,3.0,83.11,2022,8,31,25000,100,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),11570,11200,행당동,320-45,2020,5.0,19.2,2022,9,5,1000,60,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11571,11200,행당동,296-24,2016,4.0,55.73,2022,9,10,3400,48,갱신,22.09~24.09,,3400.0,48.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11572,11200,행당동,168-2,2014,4.0,30.455,2022,9,13,16000,10,갱신,22.11~24.11,,16000.0,7.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,11573,11200,행당동,304,2016,4.0,29.86,2022,9,14,17000,45,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11574,11200,행당동,302-1,2019,2.0,46.65,2022,9,17,36750,0,갱신,22.10~24.10,사용,35000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),11575,11200,행당동,309-18,2008,3.0,98.58,2022,9,20,4000,175,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
소망빌딩,11576,11200,행당동,138-51,2021,3.0,27.93,2022,9,22,10000,40,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,11577,11200,행당동,317-132,2011,4.0,72.07,2022,9,24,5000,105,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11578,11200,행당동,286-25,2018,9.0,14.058,2022,9,24,5000,50,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-3),11579,11200,행당동,19-3,1973,2.0,43.67,2022,9,27,2000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),11580,11200,행당동,4-34,2003,4.0,14.88,2022,9,28,14000,0,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당,11581,11200,행당동,1-109,2006,4.0,23.1,2022,9,28,1000,50,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11582,11200,행당동,302-1,2019,2.0,44.22,2022,9,28,35000,0,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
태성,11728,11200,행당동,1-76,2003,2.0,21.87,2022,10,5,1000,55,신규,22.10~24.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11729,11200,행당동,296-14,2014,2.0,22.41,2022,10,14,14700,0,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11730,11200,행당동,296-14,2014,2.0,22.41,2022,10,14,14700,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11731,11200,행당동,302-1,2019,5.0,54.82,2022,10,14,35500,0,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11732,11200,행당동,296-14,2014,3.0,22.0,2022,10,17,12000,9,신규,22.12~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동근생및다세대주택,11733,11200,행당동,1-71,2004,2.0,22.68,2022,10,17,5000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,11734,11200,행당동,296-14,2014,3.0,22.0,2022,10,17,12000,9,신규,22.12~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11735,11200,행당동,296-24,2016,4.0,29.89,2022,10,22,4000,50,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,11736,11200,행당동,317-132,2011,3.0,73.79,2022,10,25,29000,22,갱신,22.10~24.10,,29000.0,15.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,11737,11200,행당동,286-25,2018,9.0,14.013,2022,10,26,17000,0,갱신,22.11~24.11,,16800.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행복한집,11738,11200,행당동,306-23,2001,3.0,66.18,2022,10,31,33000,50,갱신,22.11~24.11,,33000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11882,11200,행당동,1-72,2004,2.0,89.98,2022,11,1,1000,60,신규,22.11~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,11883,11200,행당동,168-2,2014,3.0,15.46,2022,11,1,7000,30,갱신,22.12~24.12,,7000.0,27.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,11884,11200,행당동,302-1,2019,2.0,44.22,2022,11,4,35000,0,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,11885,11200,행당동,296-24,2016,4.0,29.89,2022,11,4,3000,56,신규,22.11~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),11886,11200,행당동,1-43,2004,4.0,56.78,2022,11,4,2000,50,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-92),11887,11200,행당동,37-92,2013,3.0,13.12,2022,11,7,5000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,11888,11200,행당동,317-132,2011,2.0,73.79,2022,11,9,30450,6,갱신,22.11~24.11,,30450.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11889,11200,행당동,168-7,2013,3.0,23.16,2022,11,10,9000,40,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),11890,11200,행당동,1-72,2004,4.0,55.77,2022,11,12,5000,35,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),11891,11200,행당동,1-36,2005,2.0,83.47,2022,11,15,3000,40,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,11892,11200,행당동,168-7,2013,3.0,34.61,2022,11,17,9000,70,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),11893,11200,행당동,1-24,2005,3.0,79.51,2022,11,18,4000,45,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),11894,11200,행당동,4-12,1987,-1.0,54.32,2022,11,19,1000,90,신규,22.11~24.11,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),11895,11200,행당동,1-62,2005,2.0,16.75,2022,11,23,3000,53,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더클래식,11896,11200,행당동,297-6,2021,3.0,25.29,2022,11,23,32000,0,갱신,23.02~25.02,,32000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11897,11200,행당동,311-7,2016,3.0,29.36,2022,11,23,5000,85,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11898,11200,행당동,311-7,2016,4.0,29.36,2022,11,26,32000,0,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),11899,11200,행당동,1-32,2003,4.0,81.92,2022,11,29,4000,50,신규,23.01~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),12071,11200,행당동,1-61,2005,2.0,15.24,2022,12,1,1000,57,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,12072,11200,행당동,296-14,2014,2.0,23.18,2022,12,5,17000,0,갱신,23.01~25.01,,8000.0,30.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
누보빌딩(HD),12073,11200,행당동,292-50,2020,3.0,43.15,2022,12,6,10000,90,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,12074,11200,행당동,297-7,2002,2.0,36.56,2022,12,7,22000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,12075,11200,행당동,297-7,2002,2.0,36.56,2022,12,7,22000,0,갱신,22.12~24.12,,21000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),12076,11200,행당동,1-23,2002,3.0,17.09,2022,12,7,3000,40,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),12077,11200,행당동,320-45,2020,2.0,30.9,2022,12,8,15000,35,신규,23.02~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),12078,11200,행당동,4-34,2003,4.0,12.34,2022,12,9,12000,0,신규,23.02~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-66),12079,11200,행당동,37-66,2013,4.0,41.21,2022,12,9,500,50,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,12080,11200,행당동,302-22,2015,3.0,27.26,2022,12,12,19000,0,갱신,,,19000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),12081,11200,행당동,1-32,2003,4.0,81.92,2022,12,13,3000,55,신규,23.02~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,12082,11200,행당동,304,2016,6.0,29.82,2022,12,14,10000,70,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당,12083,11200,행당동,1-109,2006,4.0,23.1,2022,12,16,3000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당,12084,11200,행당동,1-109,2006,4.0,23.1,2022,12,16,3000,45,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,12085,11200,행당동,19-79,2003,4.0,46.2,2022,12,17,1000,79,갱신,23.01~25.01,,1000.0,76.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),12086,11200,행당동,19-90,2011,4.0,34.03,2022,12,20,9000,10,갱신,23.01~25.01,,9000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-24),12087,11200,행당동,1-24,2005,1.0,66.38,2022,12,20,500,48,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),12088,11200,행당동,4-12,1987,2.0,54.32,2022,12,21,500,48,신규,22.12~24.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),12089,11200,행당동,37-34,2012,3.0,12.01,2022,12,22,12000,15,신규,23.02~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),12090,11200,행당동,320-45,2020,2.0,30.9,2022,12,23,15000,31,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),12091,11200,행당동,1-38,2002,2.0,21.62,2022,12,23,1000,59,신규,23.02~25.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,12092,11200,행당동,1-54,2006,3.0,14.0,2022,12,28,3000,53,갱신,22.12~24.12,사용,3000.0,50.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),12093,11200,행당동,1-61,2005,3.0,19.59,2022,12,31,3000,52,신규,23.01~25.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(265-152),82,11200,응봉동,265-152,1993,2.0,38.16,2015,1,2,10000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-32),83,11200,응봉동,265-32,1993,3.0,46.0,2015,1,3,9000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-160),84,11200,응봉동,265-160,1995,2.0,29.74,2015,1,9,300,33,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-46),201,11200,응봉동,265-46,1994,1.0,45.15,2015,2,3,2000,35,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-139),202,11200,응봉동,265-139,1993,3.0,35.52,2015,2,4,6500,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-126),203,11200,응봉동,265-126,1998,3.0,50.41,2015,2,10,12000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
대호아트빌B동,204,11200,응봉동,193-119,2003,3.0,51.01,2015,2,11,10000,40,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
초원빌라,205,11200,응봉동,193-12,1994,1.0,70.2,2015,2,12,22000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-160),206,11200,응봉동,265-160,1995,1.0,44.14,2015,2,21,5000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
동아빌라트,207,11200,응봉동,193-160,2002,3.0,75.81,2015,2,26,5000,73,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-312),208,11200,응봉동,265-312,1998,3.0,32.34,2015,2,27,8000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-74),320,11200,응봉동,265-74,2003,,44.56,2015,3,3,9000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-34),321,11200,응봉동,265-34,1993,3.0,28.98,2015,3,14,5000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
다우빌라,322,11200,응봉동,193-83,1996,4.0,78.99,2015,3,17,12000,45,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
(265-117),323,11200,응봉동,265-117,1996,3.0,32.84,2015,3,21,6000,0,,,,,,37.551169,127.031462,응봉역[경의중앙선],0.2990626394779677
