연립다세대,Unnamed: 0,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
(19-80),9979,11200,행당동,19-80,2003,1.0,52.87,2021,12,19,19000,0,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,9980,11200,행당동,19-79,2003,4.0,46.2,2021,12,21,1000,76,갱신,22.01~24.01,,1000.0,80.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-38),9981,11200,행당동,1-38,2002,2.0,21.53,2021,12,22,1000,60,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),9982,11200,행당동,19-90,2011,3.0,17.47,2021,12,24,7000,37,신규,21.12~23.12,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-25),9983,11200,행당동,1-25,2004,2.0,79.32,2021,12,24,5000,35,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),9984,11200,행당동,37-34,2012,3.0,12.01,2021,12,25,14000,0,신규,22.01~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(168-29),9985,11200,행당동,168-29,2013,2.0,33.37,2021,12,25,19000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),9986,11200,행당동,4-12,1987,1.0,54.32,2021,12,25,1000,95,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,9987,11200,행당동,311-7,2016,4.0,29.36,2021,12,27,32000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-66),9988,11200,행당동,37-66,2013,3.0,12.44,2021,12,27,500,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
프라임빌,9989,11200,행당동,304,2016,5.0,29.86,2021,12,28,26250,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10152,11200,행당동,1-62,2005,3.0,16.75,2022,1,1,5000,32,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,10153,11200,행당동,168-2,2014,5.0,25.77,2022,1,3,15000,2,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-80),10154,11200,행당동,19-80,2003,3.0,22.99,2022,1,3,2000,60,신규,22.02~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,10155,11200,행당동,168-2,2014,5.0,25.77,2022,1,3,15000,0,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),10156,11200,행당동,1-32,2003,3.0,44.76,2022,1,3,6000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10157,11200,행당동,320-45,2020,3.0,27.09,2022,1,4,0,80,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10158,11200,행당동,320-45,2020,2.0,27.09,2022,1,4,0,80,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),10159,11200,행당동,1-43,2004,2.0,16.15,2022,1,5,5000,21,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),10160,11200,행당동,32-31,2002,5.0,71.57,2022,1,5,13000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-80),10161,11200,행당동,19-80,2003,1.0,20.56,2022,1,5,16000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),10162,11200,행당동,4-12,1987,2.0,54.32,2022,1,6,1000,47,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
azalea,10163,11200,행당동,37-31,2013,2.0,15.54,2022,1,6,15500,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동근생및다세대주택,10164,11200,행당동,1-71,2004,3.0,52.32,2022,1,7,12000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당동근생및다세대주택,10165,11200,행당동,1-71,2004,3.0,52.32,2022,1,7,12000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,10166,11200,행당동,168-2,2014,3.0,15.99,2022,1,8,2000,53,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,10167,11200,행당동,302-27,2014,2.0,29.72,2022,1,8,21000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,10168,11200,행당동,302-27,2014,2.0,29.72,2022,1,8,21000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,10169,11200,행당동,12-5,2015,4.0,20.2,2022,1,8,3000,60,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,10170,11200,행당동,302-27,2014,2.0,29.72,2022,1,8,21000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,10171,11200,행당동,304-21,2015,4.0,36.65,2022,1,8,24000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우미아이에스빌,10172,11200,행당동,19-78,2003,3.0,31.84,2022,1,8,3000,65,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-25),10173,11200,행당동,309-25,2009,1.0,86.32,2022,1,8,14000,50,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(138-14),10174,11200,행당동,138-14,2005,2.0,29.37,2022,1,8,1000,60,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-80),10175,11200,행당동,19-80,2003,1.0,20.56,2022,1,9,16000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,10176,11200,행당동,296-24,2016,6.0,26.76,2022,1,9,14000,0,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-80),10177,11200,행당동,19-80,2003,1.0,20.56,2022,1,9,16000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,10178,11200,행당동,297-7,2002,5.0,36.56,2022,1,10,23000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
목화빌라,10179,11200,행당동,297-7,2002,5.0,36.56,2022,1,10,23000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10180,11200,행당동,302-1,2019,5.0,46.65,2022,1,11,34650,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,10181,11200,행당동,19-79,2003,1.0,19.7,2022,1,12,1000,50,갱신,22.02~23.02,,1000.0,53.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),10182,11200,행당동,1-61,2005,1.0,19.59,2022,1,15,2000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,10183,11200,행당동,1-125,2004,5.0,40.8,2022,1,17,5000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),10184,11200,행당동,37-34,2012,2.0,12.13,2022,1,18,1000,50,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,10185,11200,행당동,168-7,2013,3.0,33.07,2022,1,18,12000,50,갱신,22.02~24.02,,12000.0,50.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,10186,11200,행당동,168-7,2013,5.0,29.69,2022,1,18,3000,75,신규,22.01~24.01,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
미진빌딩,10187,11200,행당동,12-5,2015,4.0,20.71,2022,1,18,3000,55,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-45),10188,11200,행당동,128-45,1992,1.0,32.38,2022,1,18,3000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),10189,11200,행당동,4-12,1987,2.0,54.32,2022,1,20,1000,45,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라8동,10190,11200,행당동,116-8,1986,-1.0,71.94,2022,1,20,26500,0,갱신,22.03~24.03,,25000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
삼인베스트빌,10191,11200,행당동,19-79,2003,4.0,15.81,2022,1,20,500,41,갱신,22.01~22.07,,500.0,43.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당빌라,10192,11200,행당동,1-125,2004,2.0,79.43,2022,1,20,38000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-23),10193,11200,행당동,117-23,1995,3.0,49.68,2022,1,21,24000,0,갱신,22.02~24.02,,21000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),10194,11200,행당동,1-32,2003,1.0,18.27,2022,1,22,9000,8,,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
우미아이에스빌,10195,11200,행당동,19-78,2003,4.0,43.29,2022,1,22,2000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-69),10196,11200,행당동,1-69,2001,1.0,55.26,2022,1,22,1000,63,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(138-14),10197,11200,행당동,138-14,2005,2.0,27.06,2022,1,22,1000,60,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),10198,11200,행당동,1-55,2003,4.0,73.34,2022,1,22,1000,60,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),10199,11200,행당동,1-55,2003,3.0,40.25,2022,1,22,10000,40,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-69),10200,11200,행당동,1-69,2001,1.0,55.26,2022,1,22,1000,63,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,10201,11200,행당동,286-25,2018,9.0,14.058,2022,1,22,18000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),10202,11200,행당동,1-32,2003,3.0,35.95,2022,1,25,3000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10203,11200,행당동,1-62,2005,2.0,15.24,2022,1,25,15000,20,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10204,11200,행당동,1-62,2005,2.0,19.59,2022,1,25,15000,6,,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,10205,11200,행당동,296-24,2016,6.0,55.46,2022,1,26,5000,40,신규,22.01~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌라,10206,11200,행당동,70-12,1995,4.0,61.35,2022,1,26,25000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
태성,10207,11200,행당동,1-76,2003,3.0,21.87,2022,1,26,1000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),10208,11200,행당동,1-43,2004,2.0,8.96,2022,1,27,1000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-92),10209,11200,행당동,37-92,2013,2.0,17.63,2022,1,27,3000,50,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,10210,11200,행당동,168-7,2013,3.0,23.16,2022,1,28,3000,69,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-36),10211,11200,행당동,1-36,2005,2.0,83.47,2022,1,29,3000,40,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-69),10212,11200,행당동,1-69,2001,1.0,55.26,2022,1,29,1000,60,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-92),10213,11200,행당동,37-92,2013,2.0,14.08,2022,1,29,3000,45,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,10367,11200,행당동,296-14,2014,3.0,22.61,2022,2,4,10000,25,갱신,22.03~24.02,,8000.0,31.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-64),10368,11200,행당동,1-64,2003,4.0,90.34,2022,2,8,1000,50,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-32),10369,11200,행당동,1-32,2003,1.0,18.9,2022,2,9,6000,35,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10370,11200,행당동,117-32,2022,2.0,25.73,2022,2,11,21000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
투씨하우스,10371,11200,행당동,1-54,2006,1.0,15.95,2022,2,11,12000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-64),10372,11200,행당동,1-64,2003,3.0,90.34,2022,2,11,1000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-92),10373,11200,행당동,37-92,2013,3.0,14.6,2022,2,12,1000,55,신규,22.03~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,10374,11200,행당동,302-27,2014,5.0,19.8,2022,2,12,15000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),10375,11200,행당동,1-43,2004,2.0,11.78,2022,2,12,1000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10376,11200,행당동,320-45,2020,5.0,27.09,2022,2,12,19000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-23),10377,11200,행당동,1-23,2002,3.0,22.73,2022,2,13,3000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,10378,11200,행당동,311-7,2016,4.0,29.36,2022,2,15,32000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10379,11200,행당동,320-45,2020,4.0,27.09,2022,2,15,20000,0,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,10380,11200,행당동,168-7,2013,4.0,23.16,2022,2,16,15000,0,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
장미빌라,10381,11200,행당동,303-3,2003,4.0,64.22,2022,2,17,25000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-45),10382,11200,행당동,128-45,1992,1.0,38.75,2022,2,17,5000,30,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),10383,11200,행당동,37-34,2012,5.0,15.78,2022,2,18,5000,75,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(3-4),10384,11200,행당동,3-4,2002,2.0,27.0,2022,2,18,1000,65,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),10385,11200,행당동,37-34,2012,5.0,15.78,2022,2,18,5000,75,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),10386,11200,행당동,1-55,2003,3.0,18.56,2022,2,18,3000,70,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
성동하이츠,10387,11200,행당동,168-7,2013,4.0,23.16,2022,2,19,1000,74,신규,22.02~23.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),10388,11200,행당동,1-43,2004,4.0,56.78,2022,2,19,2000,37,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10389,11200,행당동,302-1,2019,2.0,48.3,2022,2,19,34650,0,갱신,22.04~24.04,사용,33000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-43),10390,11200,행당동,1-43,2004,1.0,20.16,2022,2,22,1000,50,신규,22.02~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10391,11200,행당동,1-62,2005,1.0,19.59,2022,2,23,8000,30,신규,22.02~23.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10392,11200,행당동,1-62,2005,1.0,19.59,2022,2,23,8000,30,신규,22.02~23.10,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
아트빌라,10393,11200,행당동,302-22,2015,4.0,26.22,2022,2,25,22000,0,갱신,22.03~24.03,사용,22000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-90),10394,11200,행당동,19-90,2011,2.0,17.47,2022,2,26,2000,53,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(128-45),10395,11200,행당동,128-45,1992,2.0,51.51,2022,2,28,5000,50,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
장미빌라,10525,11200,행당동,303-3,2003,2.0,63.21,2022,3,1,35000,0,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
혜원빌라,10526,11200,행당동,317-132,2011,3.0,74.26,2022,3,2,30000,7,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라A동,10527,11200,행당동,313-44,1998,3.0,50.19,2022,3,2,26000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
퍼스트에비뉴,10528,11200,행당동,286-38,2019,5.0,29.3,2022,3,4,34650,0,갱신,22.03~24.03,사용,33000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),10529,11200,행당동,1-55,2003,3.0,40.25,2022,3,4,8000,0,,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
K-TOWER2,10530,11200,행당동,293-8,2018,10.0,28.16,2022,3,5,34650,0,갱신,22.03~24.03,사용,33000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,10531,11200,행당동,254-1,1992,3.0,47.54,2022,3,8,22000,0,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
무학빌라14동,10532,11200,행당동,116-14,1986,2.0,83.11,2022,3,12,36600,0,갱신,22.03~24.03,사용,35300.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린하우스,10533,11200,행당동,286-37,2022,8.0,29.3,2022,3,12,46000,0,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-12),10534,11200,행당동,4-12,1987,1.0,54.32,2022,3,15,500,50,신규,22.03~23.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10535,11200,행당동,302-1,2019,3.0,46.65,2022,3,17,34650,0,갱신,22.03~24.03,사용,33000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10536,11200,행당동,320-45,2020,3.0,26.33,2022,3,18,20000,0,갱신,22.03~24.03,사용,20000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
설악빌라A동,10537,11200,행당동,313-44,1998,2.0,55.01,2022,3,19,35000,0,갱신,22.03~24.03,,22000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10538,11200,행당동,117-32,2022,3.0,25.73,2022,3,23,12000,32,,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10539,11200,행당동,117-32,2022,3.0,29.55,2022,3,24,20000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10540,11200,행당동,117-32,2022,3.0,29.93,2022,3,24,30000,0,신규,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10541,11200,행당동,302-1,2019,4.0,44.22,2022,3,25,35000,0,,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10542,11200,행당동,117-32,2022,2.0,29.93,2022,3,25,13000,30,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성빌라,10543,11200,행당동,254-1,1992,3.0,44.53,2022,3,26,18900,0,갱신,22.04~24.04,사용,18000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10544,11200,행당동,117-32,2022,5.0,23.76,2022,3,29,1000,60,신규,,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10545,11200,행당동,117-32,2022,3.0,25.41,2022,3,30,10000,45,신규,22.03~24.03,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
왕십리큐브스테이트,10546,11200,행당동,286-25,2018,10.0,14.013,2022,3,31,10000,30,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10699,11200,행당동,302-1,2019,3.0,33.72,2022,4,4,39000,0,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
트럼프,10700,11200,행당동,302-27,2014,3.0,29.72,2022,4,5,21000,0,갱신,22.04~24.04,,21000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌,10701,11200,행당동,1-134,2003,2.0,74.41,2022,4,6,4000,40,신규,22.04~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
대성베스트빌,10702,11200,행당동,311-12,2007,5.0,58.98,2022,4,6,25000,0,갱신,22.03~24.03,,25000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,10703,11200,행당동,296-14,2014,3.0,22.0,2022,4,6,14200,0,갱신,22.04~24.04,,13600.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-32),10704,11200,행당동,117-32,2022,4.0,23.76,2022,4,9,15000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10705,11200,행당동,302-1,2019,5.0,44.22,2022,4,11,35700,0,갱신,22.05~24.05,사용,34000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-3),10706,11200,행당동,19-3,1973,2.0,49.59,2022,4,13,1000,50,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-55),10707,11200,행당동,1-55,2003,1.0,18.56,2022,4,14,13000,15,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(117-23),10708,11200,행당동,117-23,1995,2.0,49.68,2022,4,16,5500,60,갱신,22.04~24.04,,7500.0,50.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(320-45),10709,11200,행당동,320-45,2020,4.0,28.08,2022,4,19,20000,0,신규,22.04~24.04,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,10710,11200,행당동,304-21,2015,2.0,35.99,2022,4,20,23100,0,갱신,22.05~24.05,사용,22000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
그린하우스,10711,11200,행당동,286-37,2022,5.0,29.3,2022,4,20,42300,0,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
화원빌라트,10712,11200,행당동,299-9,1997,4.0,48.84,2022,4,22,21000,0,갱신,22.04~24.04,사용,20000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10713,11200,행당동,1-62,2005,4.0,74.93,2022,4,23,3000,50,신규,22.05~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,10714,11200,행당동,311-7,2016,4.0,39.61,2022,4,26,37000,0,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
영진빌라,10715,11200,행당동,307-12,2006,3.0,82.86,2022,4,28,10000,75,갱신,,사용,10000.0,70.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-61),10716,11200,행당동,1-61,2005,2.0,19.59,2022,4,30,3000,42,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(32-31),10882,11200,행당동,32-31,2002,3.0,55.63,2022,5,2,18000,0,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(309-18),10883,11200,행당동,309-18,2008,1.0,56.73,2022,5,2,24150,0,갱신,22.07~24.07,사용,23000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),10884,11200,행당동,4-34,2003,6.0,31.49,2022,5,5,3000,65,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-72),10885,11200,행당동,1-72,2004,2.0,89.98,2022,5,5,500,50,신규,22.05~23.08,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스테이빌,10886,11200,행당동,296-24,2016,6.0,55.46,2022,5,13,5000,40,신규,22.06~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),10887,11200,행당동,4-34,2003,5.0,77.0,2022,5,13,40000,0,신규,22.05~23.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,10888,11200,행당동,296-14,2014,2.0,20.02,2022,5,19,10000,26,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로젠플러스,10889,11200,행당동,296-14,2014,2.0,22.41,2022,5,24,14700,0,갱신,22.06~24.06,사용,14000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
에비뉴힐,10890,11200,행당동,302-1,2019,4.0,37.29,2022,5,25,31500,0,갱신,22.06~24.06,,30000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(4-34),10891,11200,행당동,4-34,2003,6.0,31.49,2022,5,25,11000,0,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(1-62),10892,11200,행당동,1-62,2005,2.0,15.24,2022,5,25,3000,55,신규,22.05~24.05,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
K-TOWER2,10893,11200,행당동,293-8,2018,10.0,29.19,2022,5,28,33000,0,갱신,22.06~24.06,,31000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(37-34),10894,11200,행당동,37-34,2012,2.0,12.01,2022,5,29,1000,60,신규,22.06~24.06,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
한양빌,10895,11200,행당동,1-134,2003,5.0,74.41,2022,5,31,5000,140,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
더리치빌,10896,11200,행당동,168-2,2014,2.0,14.11,2022,5,31,5000,40,갱신,22.08~24.08,,5000.0,40.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
행당리치빌,11060,11200,행당동,304-21,2015,3.0,35.99,2022,6,1,5000,80,갱신,22.06~24.06,,5000.0,70.0,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(3-18),11061,11200,행당동,3-18,1993,1.0,52.22,2022,6,4,500,45,신규,22.07~24.07,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
(19-70),11062,11200,행당동,19-70,2004,2.0,86.1,2022,6,7,1000,55,신규,22.06~24.02,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
스타빌라,11063,11200,행당동,308-7,2007,4.0,35.53,2022,6,7,15000,0,갱신,22.06~24.06,사용,15000.0,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
로마네스크,11064,11200,행당동,311-7,2016,2.0,29.36,2022,6,8,24150,0,신규,22.09~24.09,,,,37.559076,127.035869,왕십리역[2호선],0.2877544799528674
