BuildYear,DealYear,DealMonth,DealDay,Dong,Jibun,Deposit,Apartment_Name,Monthly_Rent,Area_for_ExclusiveUse,Regional_Code,Floor
2012,2017,3,8,상봉동,235,"5,000",새누리빌,40,34.47,11260,2
2002,2017,3,11,상봉동,126-49,"14,000",우림아트빌,0,39.38,11260,2
2004,2017,3,17,상봉동,309-18,"15,000",세리부아트빌(11차),0,50.24,11260,5
2015,2017,3,23,상봉동,127-16,100,경수하이빌,15,29.84,11260,3
1981,2017,3,24,상봉동,50-1,"7,000",금강연립,40,83.03,11260,2
2013,2017,3,25,상봉동,249-4,"15,000",(249-4),0,29.88,11260,2
2014,2017,3,27,상봉동,190-60,"9,000",골든빌,40,29.73,11260,4
2003,2017,3,29,상봉동,122-4,"8,000",동보빌딩,40,53.49,11260,4
2014,2017,3,29,상봉동,304-1,"22,500",허브빌,0,26.64,11260,4
2014,2017,3,29,상봉동,304-1,"21,000",허브빌,0,42.79,11260,4
2009,2017,3,1,중화동,322-7,"1,000",(322-7),30,19.46,11260,5
1986,2017,3,1,중화동,195-2,"23,000",우성타운,0,75.19,11260,2
2017,2017,3,1,중화동,330-3,"14,000",동영하우스,0,28.89,11260,3
2013,2017,3,3,중화동,297-67,"5,700",에코하우스,0,16.99,11260,2
2016,2017,3,4,중화동,4-2,"8,000",제이드빌,50,41.32,11260,2
1992,2017,3,4,중화동,331-88,"6,000",서일빌라,0,42.12,11260,-1
1983,2017,3,6,중화동,123,"10,000",이화연립,0,85.43,11260,1
2016,2017,3,6,중화동,145-2,"10,000",(145-2),40,53.89,11260,3
1986,2017,3,7,중화동,195-2,"22,000",우성타운,0,84.99,11260,2
2016,2017,3,7,중화동,135-33,"23,000",대원파티오,0,44.39,11260,1
2017,2017,3,8,중화동,131-32,"3,000",(131-32),65,38.64,11260,2
2006,2017,3,10,중화동,297-82,"5,000",(297-82),45,48.23,11260,3
2003,2017,3,10,중화동,327-90,"1,000",삼성하이츠,45,32.4,11260,1
2003,2017,3,10,중화동,309-20,"6,000",세종드림빌,50,69.01,11260,2
2006,2017,3,10,중화동,297-82,"5,000",(297-82),45,48.23,11260,3
2017,2017,3,11,중화동,326-105,"11,000",세종에코그린,30,47.82,11260,2
1980,2017,3,11,중화동,98-1,"9,000",광진,0,45.88,11260,1
2017,2017,3,11,중화동,326-105,"9,000",세종에코그린,40,47.82,11260,2
2017,2017,3,13,중화동,332-53,"18,000",대고샤인빌,0,29.89,11260,2
2017,2017,3,14,중화동,330-3,"14,000",동영하우스,0,28.89,11260,2
1996,2017,3,14,중화동,37-1,"20,000",(37-1),0,67.32,11260,1
2006,2017,3,15,중화동,297-82,"14,000",(297-82),0,46.02,11260,4
1992,2017,3,16,중화동,331-88,"9,000",서일빌라,0,42.2,11260,2
2017,2017,3,16,중화동,330-3,"7,000",동영하우스,0,16.2,11260,4
1995,2017,3,16,중화동,90-11,"10,000",석산주택,0,43.74,11260,2
1986,2017,3,18,중화동,296-44,"2,000",세광,35,38.62,11260,2
2014,2017,3,19,중화동,148-67,"17,500",(148-67),0,41.86,11260,4
2017,2017,3,20,중화동,131-32,"1,000",(131-32),45,15.32,11260,5
1975,2017,3,20,중화동,299-41,"1,600",(299-41),30,42.58,11260,2
2008,2017,3,20,중화동,294-5,"23,000",소망아트빌,0,74.43,11260,3
2008,2017,3,20,중화동,133-11,"15,500",성덕하이빌,0,42.14,11260,5
2015,2017,3,23,중화동,312-49,"22,000",삼성리치빌,0,54.56,11260,5
2017,2017,3,23,중화동,307-68,"25,000",(307-68),0,57.96,11260,4
1992,2017,3,24,중화동,310-90,"11,000",궁전빌라(310-90),0,49.6,11260,1
2017,2017,3,24,중화동,307-68,"18,000",(307-68),0,29.94,11260,3
1991,2017,3,25,중화동,13-5,"12,500",대성빌라,0,47.68,11260,2
2015,2017,3,26,중화동,323-17,"18,000","성우스타팰리스(103,104동)",0,41.67,11260,4
1993,2017,3,27,중화동,275-16,"11,000",한양맨션,0,47.85,11260,3
2002,2017,3,27,중화동,281-22,"20,000",세종하이빌B동,0,62.34,11260,2
1996,2017,3,27,중화동,37-2,"13,000",(37-2),0,50.48,11260,4
2017,2017,3,28,중화동,330-3,"17,500",동영하우스,0,29.49,11260,3
2008,2017,3,28,중화동,28-4,"16,000",엔젤하우스,0,40.08,11260,4
1976,2017,3,29,중화동,303-12,"10,000",(303-12),0,49.1,11260,1
1992,2017,3,30,중화동,331-88,"7,500",서일빌라,0,40.02,11260,1
2003,2017,3,31,중화동,289-12,"21,000",중화주택,0,70.99,11260,3
2003,2017,3,3,묵동,249-144,"19,000",산내들빌라가동,0,55.65,11260,5
2016,2017,3,3,묵동,237-111,"20,000",환전그린타운B동,0,38.78,11260,2
2008,2017,3,4,묵동,122-45,"16,000",현진렉스빌,0,45,11260,4
2012,2017,3,4,묵동,172-34,"10,000",(172-34),0,28.15,11260,3
2013,2017,3,4,묵동,172-27,"16,500",세종에코그린(172-27),0,39.01,11260,2
2002,2017,3,4,묵동,179-9,"14,500",태경쎈스빌(179-9),0,44.28,11260,3
2013,2017,3,4,묵동,122-357,"13,000",세종에코그린(122-357),10,29.58,11260,4
2016,2017,3,6,묵동,248-2,"16,000",토토빌,0,26.13,11260,3
2014,2017,3,6,묵동,171-17,500,어울림,39,12.66,11260,7
2016,2017,3,7,묵동,177-7,"15,000",포스필하우스,0,28.41,11260,6
2013,2017,3,7,묵동,238-68,500,(238-68),35,29.87,11260,3
2016,2017,3,7,묵동,248-2,"15,500",토토빌,0,26.24,11260,3
2016,2017,3,7,묵동,240-20,"1,673",윤하우스,22,54.8,11260,3
2010,2017,3,8,묵동,202-15,"5,000",MAIBAUM,20,12.81,11260,5
2015,2017,3,8,묵동,395,"25,000",브라운캐슬(395),0,41.13,11260,2
1991,2017,3,10,묵동,233-69,"5,500",삼화주택,0,32.75,11260,2
2017,2017,3,10,묵동,177-35,"14,000",(177-35),0,19.41,11260,2
2005,2017,3,10,묵동,173-19,"16,000",천국의집,0,80.67,11260,1
2003,2017,3,11,묵동,121-130,"20,000",(121-130),0,59.22,11260,2
2013,2017,3,12,묵동,243-38,"14,000",토토캐슬,0,30.84,11260,4
1995,2017,3,13,묵동,122-185,"4,000",송원화랑맨션,60,50.4,11260,4
2017,2017,3,15,묵동,177-35,"10,000",(177-35),20,19.41,11260,2
1986,2017,3,15,묵동,168-5,"8,000",영일주택(168-5),0,37.11,11260,3
2003,2017,3,17,묵동,122-35,"13,500",덕산타운A동,0,58.34,11260,4
2014,2017,3,17,묵동,171-17,"5,000",어울림,0,12.04,11260,5
2013,2017,3,18,묵동,122-144,"10,000",신원(122-144),30,29.5,11260,3
2015,2017,3,18,묵동,121-258,"17,000",청담드림빌,0,44.55,11260,3
2016,2017,3,18,묵동,248-2,"16,000",토토빌,0,26.24,11260,2
2016,2017,3,18,묵동,237-26,"9,000",해든정담채,45,41.61,11260,3
2003,2017,3,19,묵동,122-180,"22,000",선경골든빌,0,71.6,11260,3
2016,2017,3,20,묵동,126-8,"20,000",YK하우스,50,92.72,11260,3
2013,2017,3,20,묵동,246-9,"21,500",오름하우스,0,48.59,11260,6
2010,2017,3,20,묵동,244-69,"12,700",윤빌라,0,35.08,11260,2
2010,2017,3,20,묵동,244-69,"12,700",윤빌라,0,35.08,11260,2
2017,2017,3,21,묵동,239-84,"4,000",동원프라우드2차,60,27.585,11260,3
2013,2017,3,22,묵동,182-19,"8,000",코코하우스(182-19),85,68.4,11260,5
2016,2017,3,23,묵동,177-7,"15,500",포스필하우스,0,28.41,11260,5
2008,2017,3,25,묵동,122-45,"20,000",현진렉스빌,0,59.52,11260,3
2016,2017,3,25,묵동,234-18,"2,000",(234-18),50,26.37,11260,2
2016,2017,3,25,묵동,248-2,"15,800",토토빌,0,26.13,11260,2
1991,2017,3,25,묵동,178-3,"22,000",선경빌라(178-3),0,79.11,11260,3
1991,2017,3,25,묵동,178-3,"22,000",선경빌라(178-3),0,79.11,11260,3
2012,2017,3,27,묵동,242-53,"14,000",몽트리샤,0,27.59,11260,3
2002,2017,3,27,묵동,173-2,"16,000",경운센스빌(173-2),0,61.68,11260,1
2015,2017,3,27,묵동,237-63,"22,000",참하우스토리3차,0,44.64,11260,4
2002,2017,3,27,묵동,173-13,"13,500",서원맨션(173-13),0,46.18,11260,4
2017,2017,3,28,묵동,239-84,"14,000",동원프라우드2차,15,27.585,11260,5
2002,2017,3,28,묵동,243-140,"1,000",(243-140),60,44.04,11260,1
2012,2017,3,28,묵동,128-73,"16,500",주원그린빌,0,32.73,11260,3
2017,2017,3,28,묵동,239-84,"18,000",동원프라우드2차,0,27.585,11260,5
2013,2017,3,28,묵동,179-7,"3,000",스토리하우스,36,17.52,11260,2
2016,2017,3,28,묵동,110-8,"7,000",골드캐슬,38,29.99,11260,2
2017,2017,3,29,묵동,239-84,"18,000",동원프라우드2차,0,27.585,11260,5
2008,2017,3,29,묵동,122-195,"19,000",(122-195),0,53.04,11260,4
2014,2017,3,30,묵동,394,"8,000",금강리버파크,60,53.22,11260,5
1992,2017,3,1,망우동,468-46,"16,000",현진빌라,0,67.42,11260,2
2015,2017,3,4,망우동,403-31,"22,000",덕진해피빌,0,50.23,11260,2
1988,2017,3,4,망우동,137-1,"1,100",현대빌라,0,54.99,11260,3
2016,2017,3,7,망우동,420-4,"17,000",라온제나2차,0,38.17,11260,2
2016,2017,3,7,망우동,416-33,"22,000",동산힐,0,54.24,11260,2
2011,2017,3,7,망우동,409-11,"19,000",렉스빌,0,50.46,11260,4
2003,2017,3,8,망우동,405-1,"15,000",삼우빌라5차,0,52.72,11260,4
2014,2017,3,9,망우동,515-12,"16,000",그랑아트빌,0,29.11,11260,4
1995,2017,3,9,망우동,86-5,"14,000",운지그린맨션,0,52.09,11260,4
1995,2017,3,9,망우동,86-5,"13,000",운지그린맨션,0,52.09,11260,4
2016,2017,3,9,망우동,416-33,"12,000",동산힐,0,26.05,11260,5
2012,2017,3,10,망우동,416-40,"14,000",삼성하이빌,0,49.78,11260,5
2016,2017,3,12,망우동,493-19,"19,000",하진리버빌,0,37.6,11260,4
2016,2017,3,13,망우동,509-32,"25,500",테미하우스,0,42.57,11260,4
2004,2017,3,13,망우동,426-31,"12,000",(426-31),0,60.24,11260,4
2004,2017,3,13,망우동,426-31,"12,000",(426-31),0,60.24,11260,4
2004,2017,3,14,망우동,514-22,"17,000",(514-22),0,48.7,11260,2
2007,2017,3,15,망우동,456-8,"9,000",지은아트빌B동,34,52.93,11260,3
2008,2017,3,16,망우동,441-32,"15,000",환진,0,52.14,11260,2
2011,2017,3,16,망우동,422-33,"8,500",성운빌,0,31.31,11260,1
2016,2017,3,17,망우동,420-4,"17,000",라온제나2차,0,33.73,11260,6
2016,2017,3,18,망우동,493-19,"3,000",하진리버빌,76,55.38,11260,2
2008,2017,3,20,망우동,462-2,300,경수빌라,30,46.4,11260,3
2008,2017,3,20,망우동,462-2,300,경수빌라,30,46.4,11260,3
2011,2017,3,21,망우동,184-14,"5,500",MAIBAUM,15,15.48,11260,2
2016,2017,3,22,망우동,459-40,"15,000",복하우스,0,33.82,11260,4
2012,2017,3,22,망우동,127-24,"7,000",무궁화빌,0,22.56,11260,2
2016,2017,3,23,망우동,493-19,"20,000",하진리버빌,0,48.98,11260,3
2011,2017,3,25,망우동,400-14,"5,000",힐탑Ⅱ,0,14.47,11260,2
2008,2017,3,27,망우동,182-72,"10,000",모닝아트빌,0,32.36,11260,4
2015,2017,3,27,망우동,531-2,"21,000",더빌,0,41.65,11260,3
2014,2017,3,17,신내동,571-3,"2,000",유진빌(571-3),70,59.91,11260,2
1995,2017,3,21,신내동,441-2,"2,000",대창연립,50,59.34,11260,2
1991,2017,3,22,신내동,539-1,"12,600",우송빌리지,0,47.54,11260,1
2004,2017,3,25,신내동,447-12,"11,000",(447-12),0,72.69,11260,3
2002,2017,4,1,면목동,655-3,"14,000",용마하이츠빌라,0,51.11,11260,4
2002,2017,4,1,면목동,375-3,"18,500",면목골드빌라,0,66.53,11260,2
2007,2017,4,3,면목동,185-145,"1,000",덕산빌리지,30,73.5,11260,5
2008,2017,4,3,면목동,134-38,"8,500",현성빌7차,0,25.06,11260,3
2016,2017,4,3,면목동,634-30,"17,500",유정하이빌,0,29.1,11260,4
2016,2017,4,3,면목동,634-30,"17,500",유정하이빌,0,29.1,11260,4
2017,2017,4,3,면목동,194-10,"16,000",브라운캐슬(194-10),0,29.91,11260,7
1986,2017,4,4,면목동,10-5,"17,000","완성빌라(라,마)",0,84.24,11260,2
2016,2017,4,4,면목동,69-40,"14,000",제이슨빌,0,18.13,11260,4
2015,2017,4,5,면목동,126-25,"23,000",청명에버빌비동,0,50.94,11260,3
2008,2017,4,5,면목동,576-7,"12,000",편한빌라,20,46.12,11260,2
2013,2017,4,5,면목동,1148,"19,500",헤렌하우스,0,54,11260,5
2016,2017,4,6,면목동,64-35,"25,500",센트럴파크,0,44.13,11260,3
2016,2017,4,6,면목동,88-72,"4,000",스카이하우스7차,0,27.77,11260,2
2010,2017,4,6,면목동,92-67,"17,000",주원그린빌(92-67),0,36.82,11260,3
2016,2017,4,7,면목동,582-15,"26,000",매경더힐스,0,43.24,11260,5
2016,2017,4,7,면목동,634-30,"17,500",유정하이빌,0,29.1,11260,5
2016,2017,4,7,면목동,375-8,"24,000",이든스타,0,52.36,11260,4
2016,2017,4,7,면목동,119-38,"28,000",어울림홈타운(119-38),0,53.53,11260,6
2016,2017,4,7,면목동,582-15,"25,000",매경더힐스,0,43.24,11260,2
1983,2017,4,7,면목동,115-20,"12,000",강호빌라,0,79.68,11260,2
2016,2017,4,8,면목동,151-42,"21,500",선우빌,0,52.42,11260,2
2016,2017,4,8,면목동,597-2,"20,000",경수하이빌(597-2),0,29.98,11260,2
2016,2017,4,8,면목동,597-2,"20,000",경수하이빌(597-2),0,29.98,11260,2
2017,2017,4,8,면목동,549-3,"19,000",피렌체,0,29.99,11260,4
2002,2017,4,8,면목동,120-23,"14,000",경스빌,0,42.14,11260,4
1987,2017,4,8,면목동,71-9,"10,000",(71-9),0,54.69,11260,1
1995,2017,4,9,면목동,152-15,"10,000",(152-15),0,32.62,11260,1
2002,2017,4,10,면목동,131-9,"1,000",성은빌,45,27.49,11260,2
2016,2017,4,10,면목동,624-3,"3,000",더빌,70,43.09,11260,4
2003,2017,4,11,면목동,648-12,"5,000",수성빌라,40,33.76,11260,3
2008,2017,4,11,면목동,596-32,"5,000",성일하스빌,40,37.44,11260,3
2012,2017,4,11,면목동,190-7,"20,000",한영드림빌,0,55.64,11260,2
1993,2017,4,11,면목동,62-32,"17,000",거영빌라,0,60.75,11260,1
2002,2017,4,12,면목동,141-47,"3,000",현대홈타운,70,68.97,11260,4
1987,2017,4,12,면목동,136-79,"1,000",한양연립,35,31.4,11260,1
1992,2017,4,12,면목동,34-2,400,현대맨숀,12,82.48,11260,3
2015,2017,4,12,면목동,129-90,"3,000",미소빌리지,70,28.79,11260,4
1992,2017,4,12,면목동,578-13,"4,000",건우빌라3차,35,40.23,11260,2
2008,2017,4,12,면목동,99-19,"5,000",훼밀리타운,35,41.85,11260,5
2008,2017,4,12,면목동,340-73,"20,000",영진아트빌,0,74.7,11260,5
1995,2017,4,13,면목동,618-2,"21,000",대농하이츠빌라,0,68.98,11260,2
2017,2017,4,13,면목동,578-36,"20,000",대종아트빌라,0,31.34,11260,6
2002,2017,4,13,면목동,1343-32,"16,000",나래아트빌,0,48.17,11260,1
2002,2017,4,14,면목동,105-41,"4,000",주영유토빌,50,36.37,11260,4
2015,2017,4,14,면목동,153-23,"16,500",(153-23),0,29.75,11260,3
2017,2017,4,14,면목동,135-21,"10,000",다우씨티빌,25,29.21,11260,3
2011,2017,4,15,면목동,105-25,"1,000",지앤지도시형원룸,45,12.66,11260,3
2011,2017,4,15,면목동,575-39,"22,000",준해비치빌5차,0,56.9,11260,5
2011,2017,4,15,면목동,341-8,"15,000",대은빌라,0,30.33,11260,4
2013,2017,4,15,면목동,88-61,500,경영빌딩,50,17.79,11260,5
1990,2017,4,17,면목동,366-2,"1,500",기성골든빌라,0,92.45,11260,3
2016,2017,4,17,면목동,597-2,"2,000",경수하이빌(597-2),80,29.98,11260,6
1977,2017,4,17,면목동,67-3,"9,500",(67-3),0,54.61,11260,2
1992,2017,4,19,면목동,1255-1,"12,200",대한빌라,0,55,11260,2
2001,2017,4,19,면목동,1174-1,"5,000",월드빌(에이동)(비동),60,56.67,11260,3
2017,2017,4,20,면목동,578-36,"22,900",대종아트빌라,0,38.58,11260,4
2012,2017,4,20,면목동,30-35,"5,000",미소주택,30,29.92,11260,2
1993,2017,4,20,면목동,1352,"9,000",아성빌라,0,45.33,11260,-1
2016,2017,4,20,면목동,185-111,"5,000",스카이하우스11차,90,50.5,11260,5
2016,2017,4,21,면목동,139-55,"17,500",피랜채,0,28.4,11260,2
2017,2017,4,21,면목동,578-36,"21,000",대종아트빌라,0,38.58,11260,3
1989,2017,4,22,면목동,507-3,"8,000","동흥파크빌라A,B",0,32.67,11260,3
1980,2017,4,22,면목동,1354,"6,000",(1354-0),0,137.56,11260,2
2016,2017,4,22,면목동,51-4,"25,000",자연뜰빌라(51-4),0,51.51,11260,6
2014,2017,4,22,면목동,453-4,"6,000",더빌,50,39,11260,5
2017,2017,4,24,면목동,549-3,"3,000",피렌체,50,25.04,11260,5
2002,2017,4,24,면목동,375-3,"20,000",면목골드빌라,0,70.16,11260,4
2017,2017,4,25,면목동,529-1,"21,000",강남그레이스빌,0,27.87,11260,3
2002,2017,4,25,면목동,64-3,"11,500",성심하이츠,0,38.79,11260,5
2014,2017,4,27,면목동,1343-10,"15,000",(1343-10),0,35.09,11260,3
2013,2017,4,27,면목동,109-78,"16,500",플로렌스빌,0,28.28,11260,3
2014,2017,4,27,면목동,139-6,"21,500",자연인,0,53.131,11260,4
2017,2017,4,28,면목동,381-2,"24,000",뜨라네13차,0,24.57,11260,6
2016,2017,4,28,면목동,1341-12,"24,000",휴먼캐슬,0,49.33,11260,3
2006,2017,4,28,면목동,129-70,"14,300",삼보리치빌,0,36.14,11260,5
1991,2017,4,29,면목동,129-29,"4,000",동현빌라,45,41.85,11260,3
1993,2017,4,29,면목동,1352,"12,000",아성빌라,0,42.54,11260,1
2012,2017,4,29,면목동,129-46,"5,000",무지개하우스,50,37.28,11260,2
1990,2017,4,29,면목동,52-17,"11,000",현대파크,0,36.63,11260,2
2017,2017,4,30,면목동,578-36,"22,000",대종아트빌라,0,38.58,11260,5
2014,2017,4,30,면목동,456-53,"17,500",을해빌A동,0,28.31,11260,2
2003,2017,4,30,면목동,472-13,"18,000",(472-13),0,53.1,11260,2
2015,2017,4,4,상봉동,284-2,"24,000",동일스카이시티빌104동,0,56.97,11260,5
2002,2017,4,4,상봉동,103-11,"16,000",연세마을,0,49.13,11260,1
2016,2017,4,6,상봉동,234-2,"19,000",대성예가,0,64.4,11260,6
1991,2017,4,7,상봉동,31-1,"7,500",상봉빌라(2동),0,31.02,11260,3
2017,2017,4,12,상봉동,200-117,"11,000",상봉미성,25,29.67,11260,4
2017,2017,4,14,상봉동,200-117,"2,000",상봉미성,55,22.2,11260,5
2016,2017,4,14,상봉동,314-40,"23,000",정원B동팰리스,0,44.16,11260,4
2016,2017,4,15,상봉동,130-101,"15,000",스카이하우스(130-101),10,27.05,11260,5
1994,2017,4,15,상봉동,121-6,"13,000",한샘빌라,0,47.64,11260,2
2008,2017,4,15,상봉동,38-4,"12,000",삼성쉐르빌B동,0,49.82,11260,5
2005,2017,4,21,상봉동,37-1,"5,000",도양라비앙빌2동,60,75.83,11260,5
2010,2017,4,22,상봉동,200-11,"19,500",윤경그린아트빌,0,63.77,11260,2
2004,2017,4,22,상봉동,333-1,"13,000",그랑아파트,35,66.27,11260,4
2003,2017,4,22,상봉동,86-79,"7,000",(86-79),0,36.16,11260,2
2016,2017,4,24,상봉동,314-40,"23,000",정원B동팰리스,0,44.16,11260,4
2016,2017,4,24,상봉동,256-11,"18,000",드림빌A,0,29.41,11260,4
2004,2017,4,25,상봉동,106-15,"5,000",화성빌딩,80,71.61,11260,8
1992,2017,4,27,상봉동,214-9,"5,000",태경빌라,30,68.43,11260,2
1992,2017,4,27,상봉동,214-9,"5,000",태경빌라,30,61.93,11260,-1
2011,2017,4,27,상봉동,276-24,"16,000",미성빌라,0,52.84,11260,5
2016,2017,4,1,중화동,329-150,"23,000",중화포레스빌A동,0,50.04,11260,5
2004,2017,4,3,중화동,275-36,"17,000",세종파인빌,0,71.6,11260,5
2002,2017,4,4,중화동,295-4,"12,000",성우하이츠빌라(295-4),0,35.97,11260,2
1986,2017,4,4,중화동,195-2,"22,000",우성타운,0,84.99,11260,2
1982,2017,4,5,중화동,287-1,"13,000",삼흥연립,25,102.56,11260,3
2010,2017,4,10,중화동,275-31,"26,000",공간행복(275-31),0,60.24,11260,3
1995,2017,4,11,중화동,314-60,"7,000",우성빌라트,0,80.97,11260,-1
2017,2017,4,12,중화동,330-3,"2,000",동영하우스,60,29.49,11260,2
2004,2017,4,12,중화동,274-18,"14,000",한양주택,0,42.18,11260,3
1987,2017,4,13,중화동,302-9,"10,000",(302-9),0,41.46,11260,2
1977,2017,4,15,중화동,309-30,"10,000",제일연립A동,0,47.41,11260,2
2006,2017,4,16,중화동,297-82,"5,500",(297-82),40,94.25,11260,5
2006,2017,4,16,중화동,297-82,"5,500",(297-82),40,94.25,11260,5
2003,2017,4,17,중화동,329-1,"15,500",경수빌라B동,0,45.34,11260,3
2014,2017,4,18,중화동,319-1,"11,000",(319-1),0,26.6,11260,5
2012,2017,4,19,중화동,290-3,"18,000",IS도시형생활주택,0,51.32,11260,4
1986,2017,4,19,중화동,195-2,"25,000",우성타운,0,75.19,11260,2
1995,2017,4,19,중화동,312-59,"16,000",세원맨숀,0,63.24,11260,1
2013,2017,4,25,중화동,293-8,500,이레주택(293-8),40,17.61,11260,3
2017,2017,4,26,중화동,326-105,"20,000",세종에코그린,0,59.28,11260,2
2016,2017,4,26,중화동,135-33,"5,500",대원파티오,18,27.17,11260,5
2016,2017,4,26,중화동,135-33,"15,800",대원파티오,0,27.49,11260,3
2016,2017,4,27,중화동,135-33,"15,500",대원파티오,0,27.49,11260,2
2013,2017,4,28,중화동,293-8,500,이레주택(293-8),40,15,11260,2
2017,2017,4,28,중화동,332-140,"5,000",드림하이빌,50,29.9,11260,4
2017,2017,4,28,중화동,326-105,"10,000",세종에코그린,45,59.28,11260,3
2010,2017,4,28,중화동,295-9,"19,000",영신주택,0,64.02,11260,5
2012,2017,4,29,중화동,290-3,"15,000",IS도시형생활주택,0,40.67,11260,5
2016,2017,4,30,중화동,299-76,"20,000",(299-76),0,30.87,11260,4
2016,2017,4,1,묵동,234-18,"15,000",(234-18),0,41.71,11260,4
2016,2017,4,1,묵동,237-26,"2,000",해든정담채,65,27.94,11260,3
2010,2017,4,3,묵동,163-11,"24,000",새울센스빌(163-11),0,76.08,11260,2
2013,2017,4,3,묵동,179-7,"2,000",스토리하우스,39,16.75,11260,2
2008,2017,4,3,묵동,154-22,"17,000",성진(SungJin),0,46.35,11260,5
2003,2017,4,4,묵동,122-353,"9,000",(122-353),0,57.69,11260,1
2002,2017,4,4,묵동,184-19,"15,000",신진빌라,0,47.85,11260,1
2011,2017,4,4,묵동,243-29,"13,000",현대타운,0,37.98,11260,4
2008,2017,4,5,묵동,122-195,"20,000",(122-195),0,55.92,11260,2
2014,2017,4,5,묵동,394,"23,200",금강리버파크,0,53.22,11260,3
2014,2017,4,5,묵동,242-40,"2,000",드림하우스(242-40),60,42.29,11260,3
2014,2017,4,5,묵동,128-76,"10,000",뜨라네(128-76),20,29.65,11260,3
1976,2017,4,5,묵동,248-87,"17,000",(248-87),0,52.99,11260,1
2013,2017,4,6,묵동,240-13,"20,000",애플하우스(240-13),0,51.21,11260,2
2014,2017,4,10,묵동,171-18,500,정윤빌(171-18),30,15.24,11260,5
2016,2017,4,10,묵동,110-8,"3,000",골드캐슬,60,22.7,11260,4
2001,2017,4,15,묵동,122-286,"17,000",기상빌라,0,72.1,11260,3
2014,2017,4,15,묵동,156-13,"6,000",한빛드림타운,50,40.86,11260,3
2012,2017,4,15,묵동,181-62,"4,000",드림빌,25,14.5,11260,3
2017,2017,4,16,묵동,245-58,"19,000",창우이지스,0,29.05,11260,6
2010,2017,4,17,묵동,240-31,"16,500",목화그린빌라,0,40.36,11260,2
2014,2017,4,17,묵동,122-107,"4,673",해마루빌(122-107),0,45.22,11260,2
2002,2017,4,17,묵동,157-25,"19,000",삼호그린빌,0,72.63,11260,3
1995,2017,4,17,묵동,122-118,"17,000",현대하이츠,0,61.43,11260,1
2004,2017,4,18,묵동,121-88,"22,000",현대화이트빌(121-88),0,74.78,11260,3
2014,2017,4,19,묵동,154-23,"4,073",묵동빌라,0,43.05,11260,5
2014,2017,4,20,묵동,154-23,"2,188",묵동빌라,18,44.88,11260,4
2014,2017,4,20,묵동,171-18,"6,000",정윤빌(171-18),0,14.6,11260,7
2013,2017,4,22,묵동,122-144,"12,000",신원(122-144),10,29.18,11260,2
2013,2017,4,23,묵동,179-6,"16,000",토토하우스(179-6),0,30,11260,1
2004,2017,4,24,묵동,121-115,"18,000",동일하늘정원가동,5,67.03,11260,1
2008,2017,4,24,묵동,154-22,"19,000",성진(SungJin),0,55.77,11260,3
2014,2017,4,25,묵동,122-107,"2,166",해마루빌(122-107),18,43.6,11260,5
2017,2017,4,25,묵동,233-86,"17,000",골드스타빌(233-86),0,26.11,11260,2
1986,2017,4,26,묵동,247-56,"10,000",(247-56),20,49.2,11260,1
1976,2017,4,26,묵동,247-97,"10,000",장안(247-97),0,38.38,11260,1
1996,2017,4,26,묵동,155-2,"15,000",동양하이츠빌라(6차),0,50.43,11260,1
2011,2017,4,28,묵동,240-131,"14,000",삼성하이빌,0,37.98,11260,5
2005,2017,4,29,묵동,121-91,"9,000",유니빌라,50,113.69,11260,3
2016,2017,4,3,망우동,509-32,"25,500",테미하우스,0,42.57,11260,4
2016,2017,4,4,망우동,420-4,"17,000",라온제나2차,0,38.17,11260,2
2008,2017,4,8,망우동,462-48,"16,000",조은아트빌,0,53.86,11260,5
2002,2017,4,8,망우동,468-8,"17,000",삼우빌라2차,0,63.36,11260,3
2010,2017,4,10,망우동,427-61,"20,000",(427-61),0,52.4,11260,5
2012,2017,4,11,망우동,127-24,"6,000",무궁화빌,10,23.4,11260,3
2002,2017,4,13,망우동,508-53,"19,000",현대아트빌,0,54.91,11260,3
1983,2017,4,13,망우동,178-1,"9,000","염광(1,2,3,4동)",0,68.15,11260,2
2002,2017,4,14,망우동,529-55,"21,000",삼흥빌라,0,78.24,11260,4
2011,2017,4,15,망우동,474-18,"1,000",(474-18),35,16.45,11260,4
1986,2017,4,15,망우동,384-7,"10,500",(384-7),0,41.04,11260,1
2002,2017,4,17,망우동,127-15,"8,000",(127-15),40,52.97,11260,3
1986,2017,4,18,망우동,382-5,"8,000",(382-5),0,37.35,11260,2
2017,2017,4,19,망우동,493-6,"10,000",힐링하우스,0,23.17,11260,3
2002,2017,4,20,망우동,437-5,"15,000",진양하이츠,0,43.27,11260,3
2017,2017,4,21,망우동,493-6,"17,000",힐링하우스,0,29.89,11260,2
2012,2017,4,21,망우동,92-52,500,(92-52),40,21.46,11260,2
1993,2017,4,22,망우동,113-26,"8,500",삼산그린빌라B동,15,51.21,11260,4
2008,2017,4,22,망우동,462-48,"14,000",조은아트빌,0,39.92,11260,2
2015,2017,4,26,망우동,355-26,"17,000",한신빌라트,0,39.77,11260,5
1989,2017,4,4,신내동,493-47,"3,000",대성D,40,36.6,11260,2
1995,2017,4,11,신내동,441-2,"3,000",대창연립,0,56.61,11260,4
1995,2017,4,11,신내동,441-2,"12,000",대창연립,0,56.61,11260,4
